Year,Rank,Recipient,Country,Career,Tied,Title
2022,9,"Mrs. Glenna Johnston",Norway,"Printing Press Machine Operator",0,"Mrs. Glenna Johnston"
2022,10,"Alvis Turcotte",Somalia,"Health Specialties Teacher",0,"Alvis Turcotte"
2022,1,"Mrs. Carley Beahan","Sri Lanka","Office Machine and Cash Register Servicer",0,"Mrs. Carley Beahan"
2022,2,"Miss Ebony Bergnaum PhD",Benin,Landscaper,0,"Miss Ebony Bergnaum PhD"
2022,3,"Gail Nolan III",Albania,"Typesetting Machine Operator",0,"Gail Nolan III"
2022,4,"Dr. Oren Halvorson",Switzerland,"Funeral Attendant",0,"Dr. Oren Halvorson"
2022,5,"Kacey Lowe",Mozambique,"Computer Security Specialist",0,"Kacey Lowe"
2022,6,"Barry Wolff V",Gibraltar,"Precision Lens Grinders and Polisher",0,"Barry Wolff V"
2022,7,"Elfrieda Fay",Seychelles,"Extruding Machine Operator",0,"Elfrieda Fay"
2022,8,"Dorian Brown",Guinea-Bissau,"Substation Maintenance",0,"Dorian Brown"
2022,9,"Cathy Schaden",Uganda,"Truck Driver",0,"Cathy Schaden"
2022,10,"Miss Isabel Ziemann III",Poland,"Refinery Operator",0,"Miss Isabel Ziemann III"
2022,1,"Alford Torp",Luxembourg,"Human Resources Assistant",0,"Alford Torp"
2022,2,"Nigel Heidenreich",Bangladesh,"Software Engineer",0,"Nigel Heidenreich"
2022,3,"Alysha Beatty","Kyrgyz Republic","Rail Transportation Worker",0,"Alysha Beatty"
2022,4,"Kaya Brakus",Paraguay,"Locomotive Firer",0,"Kaya Brakus"
2022,5,"Henriette Padberg DVM",Netherlands,"Network Admin OR Computer Systems Administrator",0,"Henriette Padberg DVM"
2022,6,"Jaiden Wisoky",Namibia,"Shear Machine Set-Up Operator",0,"Jaiden Wisoky"
2022,7,"Zella Kuphal",Myanmar,"Aircraft Engine Specialist",0,"Zella Kuphal"
2022,8,"Margaret Parisian","Saint Barthelemy",Teller,0,"Margaret Parisian"
2022,9,"Darby Cole",Nepal,"Human Resources Assistant",0,"Darby Cole"
2022,10,"Skyla Maggio",Korea,"Animal Breeder",0,"Skyla Maggio"
2022,1,"Ella Frami","Wallis and Futuna","Well and Core Drill Operator",0,"Ella Frami"
2022,2,"Augustus Leffler","Brunei Darussalam","Dental Laboratory Technician",0,"Augustus Leffler"
2022,3,"Mylene Johnson",Uzbekistan,"Fabric Pressers",0,"Mylene Johnson"
2022,4,"Miss Allene Schmidt PhD",Mexico,"Precision Pattern and Die Caster",0,"Miss Allene Schmidt PhD"
2022,5,"Janet Lindgren",Gibraltar,"Heating and Air Conditioning Mechanic",0,"Janet Lindgren"
2022,6,"Dr. Enoch Block",Liberia,"Precision Devices Inspector",0,"Dr. Enoch Block"
2022,7,"Pasquale Dare",Andorra,"Washing Equipment Operator",0,"Pasquale Dare"
2022,8,"Mrs. Domenica Torphy","Syrian Arab Republic","Insulation Worker",0,"Mrs. Domenica Torphy"
2022,9,"Mr. Garnet Schaefer",Samoa,"Writer OR Author",0,"Mr. Garnet Schaefer"
2022,10,"Hazle Jenkins",Portugal,"File Clerk",0,"Hazle Jenkins"
2022,1,"Michel Gibson",Slovenia,Landscaper,0,"Michel Gibson"
2022,2,"Clifford Labadie",Monaco,"HR Specialist",0,"Clifford Labadie"
2022,3,"Laila Kohler",Djibouti,"Eligibility Interviewer",0,"Laila Kohler"
2022,4,"Blake Ruecker Sr.","Heard Island and McDonald Islands","Philosophy and Religion Teacher",0,"Blake Ruecker Sr."
2022,5,"Wilford Nolan",Qatar,"Power Plant Operator",0,"Wilford Nolan"
2022,6,"Eldred Prohaska MD",Ukraine,"Carpet Installer",0,"Eldred Prohaska MD"
2022,7,"Ofelia Nitzsche",Spain,Webmaster,0,"Ofelia Nitzsche"
2022,8,"Danny Emmerich",Montserrat,"Travel Agent",0,"Danny Emmerich"
2022,9,"Trevion Fadel",Kenya,"Geological Data Technician",0,"Trevion Fadel"
2022,10,"Marianne Turner DDS",Hungary,"Personal Trainer",0,"Marianne Turner DDS"
2022,1,"Liana Koelpin","Antigua and Barbuda","Rock Splitter",0,"Liana Koelpin"
2022,2,"Anibal Conn",Iran,"Vocational Education Teacher",0,"Anibal Conn"
2022,3,"Mrs. Linnie Leannon",Norway,"Home Economics Teacher",0,"Mrs. Linnie Leannon"
2022,4,"Dagmar Klocko",Cyprus,"Healthcare Practitioner",0,"Dagmar Klocko"
2022,5,"Dr. Randy Kuhlman",Niger,"Maintenance Worker",0,"Dr. Randy Kuhlman"
2022,6,"June Graham MD",Sweden,"Mold Maker",0,"June Graham MD"
2022,7,"Ariel Von",Kazakhstan,"First-Line Supervisor-Manager of Landscaping, Lawn Service, and Groundskeeping Worker",0,"Ariel Von"
2022,8,"Carli Feil",Mexico,"Vice President Of Human Resources",0,"Carli Feil"
2022,9,"Tressie Ankunding","Saint Pierre and Miquelon","Travel Guide",0,"Tressie Ankunding"
2022,10,"Prof. Kendrick Hauck Sr.",Vietnam,"Machine Feeder",0,"Prof. Kendrick Hauck Sr."
2022,1,"Mr. Wilton Baumbach",Greece,Physicist,0,"Mr. Wilton Baumbach"
2022,2,"Carmine Nicolas",Andorra,"Maintenance Equipment Operator",0,"Carmine Nicolas"
2022,3,"Betty Keebler Sr.",Gabon,"Portable Power Tool Repairer",0,"Betty Keebler Sr."
2022,4,"Libbie Russel Jr.",Latvia,Sculptor,0,"Libbie Russel Jr."
2022,5,"Kyler Torp",Israel,"Automotive Mechanic",0,"Kyler Torp"
2022,6,"Devante Ernser",Afghanistan,"Athletic Trainer",0,"Devante Ernser"
2022,7,"Calista Macejkovic","United States Minor Outlying Islands","Occupational Therapist",0,"Calista Macejkovic"
2022,8,"Solon Jacobs Jr.",Panama,"Electrical Engineering Technician",0,"Solon Jacobs Jr."
2022,9,"Jany Harber III",France,"Library Worker",0,"Jany Harber III"
2022,10,"Mr. Karson Schulist",Tanzania,"Court Reporter",0,"Mr. Karson Schulist"
2022,1,"Jaden Dickens",Martinique,"GED Teacher",0,"Jaden Dickens"
2022,2,"Dr. Kamron Carroll PhD",Comoros,"Mathematical Scientist",0,"Dr. Kamron Carroll PhD"
2022,3,"Raymundo Jerde",Switzerland,"Transportation Equipment Painters",0,"Raymundo Jerde"
2022,4,"Malcolm Hammes","Burkina Faso","Shoe Machine Operators",0,"Malcolm Hammes"
2022,5,"Malika Torphy",Cambodia,"Preschool Education Administrators",0,"Malika Torphy"
2022,6,"Prof. Chris Kilback","Syrian Arab Republic","Forest and Conservation Worker",0,"Prof. Chris Kilback"
2022,7,"Dr. Elyse Kihn I",Niue,"Transportation Worker",0,"Dr. Elyse Kihn I"
2022,8,"Mr. Shane Hermiston",Egypt,"Keyboard Instrument Repairer and Tuner",0,"Mr. Shane Hermiston"
2022,9,"Dr. Brock Hirthe III","Isle of Man","Coremaking Machine Operator",0,"Dr. Brock Hirthe III"
2022,10,"Michele Hermann","San Marino","Nuclear Monitoring Technician",0,"Michele Hermann"
2022,1,"Prof. Koby Senger",Comoros,"Veterinary Assistant OR Laboratory Animal Caretaker",0,"Prof. Koby Senger"
2022,2,"Deshawn Cormier IV","Pitcairn Islands","Plastic Molding Machine Operator",0,"Deshawn Cormier IV"
2022,3,"Grayce Dickinson",Macao,"Gluing Machine Operator",0,"Grayce Dickinson"
2022,4,"Dashawn Streich PhD","Trinidad and Tobago","Medical Sales Representative",0,"Dashawn Streich PhD"
2022,5,"Jane Ferry",Bermuda,"Camera Operator",0,"Jane Ferry"
2022,6,"Rex Rosenbaum",Israel,"Civil Engineer",0,"Rex Rosenbaum"
2022,7,"Mr. Garnet Hane",Guam,"Office Clerk",0,"Mr. Garnet Hane"
2022,8,"Mr. Nils Dooley",Gabon,"Electronic Masking System Operator",0,"Mr. Nils Dooley"
2022,9,"Brian Glover",Cyprus,"Molding Machine Operator",0,"Brian Glover"
2022,10,"Eldridge Jacobson Sr.","Saint Barthelemy","Tax Preparer",0,"Eldridge Jacobson Sr."
2022,1,"Flavio Green","Christmas Island","Automatic Teller Machine Servicer",0,"Flavio Green"
2022,2,"Sylvan Eichmann",Namibia,"Cardiovascular Technologist",0,"Sylvan Eichmann"
2022,3,"Imogene Torphy",Iran,"Aircraft Launch and Recovery Officer",0,"Imogene Torphy"
2022,4,"Mr. Garrick Kirlin",Norway,"Artillery Crew Member",0,"Mr. Garrick Kirlin"
2022,5,"Annabelle Beer",Monaco,"Sketch Artist",0,"Annabelle Beer"
2022,6,"Prof. Ethan McDermott PhD","Cook Islands","Tool Set-Up Operator",0,"Prof. Ethan McDermott PhD"
2022,7,"Mrs. Lenore Walter","United Arab Emirates","Rotary Drill Operator",0,"Mrs. Lenore Walter"
2022,8,"Abdullah Goldner",Montserrat,"Drilling and Boring Machine Tool Setter",0,"Abdullah Goldner"
2022,9,"Mabel Olson",Finland,"Human Resources Assistant",0,"Mabel Olson"
2022,10,"Zella Lindgren V","New Zealand","Electronic Masking System Operator",0,"Zella Lindgren V"
2022,1,"Mrs. Yolanda Mann III",Switzerland,"Valve Repairer OR Regulator Repairer",0,"Mrs. Yolanda Mann III"
2022,2,"Prof. Dillon Schiller DVM",Australia,"Manager Tactical Operations",0,"Prof. Dillon Schiller DVM"
2022,3,"Augusta Yundt",Chad,Surgeon,0,"Augusta Yundt"
2022,4,"Mrs. Lyla Ritchie",Iraq,"Plate Finisher",0,"Mrs. Lyla Ritchie"
2022,5,"Markus Murazik","Antarctica (the territory South of 60 deg S)","Manager Tactical Operations",0,"Markus Murazik"
2022,6,"Zackery Halvorson",Belize,"Civil Engineer",0,"Zackery Halvorson"
2022,7,"Ms. Zita Mohr",Zimbabwe,"Traffic Technician",0,"Ms. Zita Mohr"
2022,8,"Vita Abernathy",Congo,Paperhanger,0,"Vita Abernathy"
2022,9,"Ms. Mathilde Torp",Grenada,Brazer,0,"Ms. Mathilde Torp"
2022,10,"Flavie Kuhic",Uganda,"Industrial-Organizational Psychologist",0,"Flavie Kuhic"
2022,1,"Leopold Langworth II","United States Virgin Islands",Lifeguard,0,"Leopold Langworth II"
2022,2,"Mary Balistreri","Cayman Islands","Tire Changer",0,"Mary Balistreri"
2022,3,"Dr. Demarcus Mosciski I","Burkina Faso","Prepress Technician",0,"Dr. Demarcus Mosciski I"
2022,4,"Maximilian Sawayn",Uganda,"Agricultural Sales Representative",0,"Maximilian Sawayn"
2022,5,"Prof. Lila Glover DDS",Comoros,"Lodging Manager",0,"Prof. Lila Glover DDS"
2022,6,"Domingo Kohler",Panama,"Mathematical Technician",0,"Domingo Kohler"
2022,7,"Ms. Lindsay Bins",Anguilla,"Precision Printing Worker",0,"Ms. Lindsay Bins"
2022,8,"Elisa Huel","Dominican Republic","Business Manager",0,"Elisa Huel"
2022,9,"Eleanore Gerlach","San Marino","Offset Lithographic Press Operator",0,"Eleanore Gerlach"
2022,10,"Tatyana Bogan",Canada,"Parking Lot Attendant",0,"Tatyana Bogan"
2022,1,"Alice Kuhlman",Djibouti,Taper,0,"Alice Kuhlman"
2022,2,"Alexis Rogahn","United States Minor Outlying Islands",Movers,0,"Alexis Rogahn"
2022,3,"Kayli Mayer",Botswana,"Food Preparation Worker",0,"Kayli Mayer"
2022,4,"Andre Franecki","Pitcairn Islands","Electric Motor Repairer",0,"Andre Franecki"
2022,5,"Ms. Nichole Mante",Argentina,Boilermaker,0,"Ms. Nichole Mante"
2022,6,"Prof. Liliana Nader",Hungary,Roustabouts,0,"Prof. Liliana Nader"
2022,7,"Felipe Shanahan",Finland,"Locker Room Attendant",0,"Felipe Shanahan"
2022,8,"Iva Weber",Venezuela,Artist,0,"Iva Weber"
2022,9,"Zola Bruen","Cape Verde","Operations Research Analyst",0,"Zola Bruen"
2022,10,"Dolores Kirlin Jr.",Cyprus,"Office Clerk",0,"Dolores Kirlin Jr."
2022,1,"Dr. Colten Rath","Holy See (Vatican City State)","Wellhead Pumper",0,"Dr. Colten Rath"
2022,2,"Mr. Rahul Larson PhD",Lithuania,"Fitness Trainer",0,"Mr. Rahul Larson PhD"
2022,3,"Miss Sunny O'Conner",Nauru,Anthropologist,0,"Miss Sunny O'Conner"
2022,4,"Dr. Percival Hammes",Canada,Farmer,0,"Dr. Percival Hammes"
2022,5,"Annie Torp DDS",Montenegro,"Bicycle Repairer",0,"Annie Torp DDS"
2022,6,"Larissa Kulas DVM",Brazil,"User Experience Researcher",0,"Larissa Kulas DVM"
2022,7,"Prof. Berta Bergnaum",Egypt,Nutritionist,0,"Prof. Berta Bergnaum"
2022,8,"Immanuel Marks",Mauritania,"Art Teacher",0,"Immanuel Marks"
2022,9,"Lauren Schuppe",Rwanda,"Metal Worker",0,"Lauren Schuppe"
2022,10,"Rosetta Monahan","Puerto Rico","Extruding and Drawing Machine Operator",0,"Rosetta Monahan"
2022,1,"Georgiana Rempel DDS",Bahrain,"Communications Teacher",0,"Georgiana Rempel DDS"
2022,2,"Giovanni Rogahn Jr.",Zambia,Illustrator,0,"Giovanni Rogahn Jr."
2022,3,"Margaretta Davis DVM",Chile,Grips,0,"Margaretta Davis DVM"
2022,4,"Kennedy Heathcote",Egypt,Physicist,0,"Kennedy Heathcote"
2022,5,"Kane Wisoky",Yemen,"Ship Engineer",0,"Kane Wisoky"
2022,6,"Enola Gislason","New Zealand","Pump Operators",0,"Enola Gislason"
2022,7,"Alessandro Fahey",Mongolia,"Lay-Out Worker",0,"Alessandro Fahey"
2022,8,"Vance Rempel",Guinea,"Talent Director",0,"Vance Rempel"
2022,9,"Krista Christiansen Jr.",Latvia,"Rotary Drill Operator",0,"Krista Christiansen Jr."
2022,10,"Dean Schmitt",Burundi,"Natural Sciences Manager",0,"Dean Schmitt"
2022,1,"Bianka Glover DVM",Slovenia,"Marking Clerk",0,"Bianka Glover DVM"
2022,2,"Hans Dooley",Armenia,"Distribution Manager",0,"Hans Dooley"
2022,3,"Meta Hartmann",Moldova,"Keyboard Instrument Repairer and Tuner",0,"Meta Hartmann"
2022,4,"Mr. Leonardo Jacobs","Cook Islands","Set and Exhibit Designer",0,"Mr. Leonardo Jacobs"
2022,5,"Neoma Morar","Christmas Island","Special Education Teacher",0,"Neoma Morar"
2022,6,"Sage Kerluke",Mexico,"Ship Mates",0,"Sage Kerluke"
2022,7,"Reyes Torphy",Netherlands,Geographer,0,"Reyes Torphy"
2022,8,"Stephany Huels",Canada,"Director Of Business Development",0,"Stephany Huels"
2022,9,"Ludwig Kerluke MD","El Salvador","Residential Advisor",0,"Ludwig Kerluke MD"
2022,10,"Mr. Ryleigh Gorczany",Norway,"Automotive Specialty Technician",0,"Mr. Ryleigh Gorczany"
2022,1,"Prof. Antonina Wilkinson","Cocos (Keeling) Islands","Transportation Worker",0,"Prof. Antonina Wilkinson"
2022,2,"Miss Bonita Kerluke Jr.","American Samoa","Logging Supervisor",0,"Miss Bonita Kerluke Jr."
2022,3,"Prof. Patrick Fisher",Montenegro,Trainer,0,"Prof. Patrick Fisher"
2022,4,"Abigayle Dibbert",Djibouti,"Forest and Conservation Worker",0,"Abigayle Dibbert"
2022,5,"Miss Haylie Aufderhar","Libyan Arab Jamahiriya","Fish Hatchery Manager",0,"Miss Haylie Aufderhar"
2022,6,"Prof. Carlie Keebler",Azerbaijan,"Dental Laboratory Technician",0,"Prof. Carlie Keebler"
2022,7,"Paula Hoppe",Zimbabwe,"Restaurant Cook",0,"Paula Hoppe"
2022,8,"Marie Bergnaum",Iraq,"Government Service Executive",0,"Marie Bergnaum"
2022,9,"Dr. Ervin Tillman I","Antigua and Barbuda",Housekeeper,0,"Dr. Ervin Tillman I"
2022,10,"Prof. Devon Hodkiewicz","Falkland Islands (Malvinas)","Railroad Yard Worker",0,"Prof. Devon Hodkiewicz"
2022,1,"Alexander Graham","Heard Island and McDonald Islands",Bailiff,0,"Alexander Graham"
2022,2,"Zula Daugherty",Sweden,"Mail Machine Operator",0,"Zula Daugherty"
2022,3,"Mr. Adrain Schoen",Botswana,"Chemical Engineer",0,"Mr. Adrain Schoen"
2022,4,"Rafaela Brakus",Tajikistan,Shampooer,0,"Rafaela Brakus"
2022,5,"Myra Shields","United States of America",Auditor,0,"Myra Shields"
2022,6,"Dr. Louisa Hane",Eritrea,"Waste Treatment Plant Operator",0,"Dr. Louisa Hane"
2022,7,"Dr. Palma Friesen","Faroe Islands","Forming Machine Operator",0,"Dr. Palma Friesen"
2022,8,"Talon Denesik",Myanmar,"Jewelry Model OR Mold Makers",0,"Talon Denesik"
2022,9,"Yasmine Hill",Moldova,"Chemical Equipment Tender",0,"Yasmine Hill"
2022,10,"Malcolm Morissette MD",Ukraine,"Electronics Engineering Technician",0,"Malcolm Morissette MD"
2022,1,"Beaulah Kozey",Senegal,"Casting Machine Operator",0,"Beaulah Kozey"
2022,2,"Benjamin Bruen",Bahamas,Coroner,0,"Benjamin Bruen"
2022,3,"Clarabelle Walsh",Mongolia,"Ship Captain",0,"Clarabelle Walsh"
2022,4,"Lorenza Ebert",Luxembourg,Housekeeper,0,"Lorenza Ebert"
2022,5,"Dr. Irma Metz III",Bolivia,"Educational Psychologist",0,"Dr. Irma Metz III"
2022,6,"Amelia Gusikowski","Cayman Islands","Petroleum Engineer",0,"Amelia Gusikowski"
2022,7,"Jermaine Schulist","Bosnia and Herzegovina",Electrician,0,"Jermaine Schulist"
2022,8,"Ola Green",Luxembourg,"Electronic Equipment Assembler",0,"Ola Green"
2022,9,"Angelica Weimann",Ecuador,"Fishery Worker",0,"Angelica Weimann"
2022,10,"Estefania Flatley PhD",Gibraltar,"Host and Hostess",0,"Estefania Flatley PhD"
2022,1,"Gerald Vandervort","Marshall Islands","Industrial Engineer",0,"Gerald Vandervort"
2022,2,"Danyka Lehner Jr.",Gibraltar,"Aircraft Rigging Assembler",0,"Danyka Lehner Jr."
2022,3,"Ms. Elisa Daugherty","Antigua and Barbuda","Correctional Officer",0,"Ms. Elisa Daugherty"
2022,4,"Araceli Wiza",Mauritius,"Order Filler OR Stock Clerk",0,"Araceli Wiza"
2022,5,"Prof. Elijah Nolan","American Samoa",Podiatrist,0,"Prof. Elijah Nolan"
2022,6,"Margot Kuphal","Bouvet Island (Bouvetoya)","Travel Guide",0,"Margot Kuphal"
2022,7,"Nicole Sporer",Slovenia,Opticians,0,"Nicole Sporer"
2022,8,"Marian Yost I",Guam,"Parking Enforcement Worker",0,"Marian Yost I"
2022,9,"Prof. Jordy Turcotte","Sierra Leone","Soil Scientist",0,"Prof. Jordy Turcotte"
2022,10,"Dr. Orrin McDermott MD",Tuvalu,Bookkeeper,0,"Dr. Orrin McDermott MD"
2022,1,"Haven D'Amore",Belgium,"Director Of Social Media Marketing",0,"Haven D'Amore"
2022,2,"Ara Hagenes",Mexico,"Molding Machine Operator",0,"Ara Hagenes"
2022,3,"Kaden Thompson",Malaysia,"Cutting Machine Operator",0,"Kaden Thompson"
2022,4,"Claire Hills",Greece,"Postal Clerk",0,"Claire Hills"
2022,5,"Americo Olson",Albania,"Manufacturing Sales Representative",0,"Americo Olson"
2022,6,"Adrien Rosenbaum",Montserrat,"Materials Scientist",0,"Adrien Rosenbaum"
2022,7,"Tabitha Pacocha","Netherlands Antilles","Financial Services Sales Agent",0,"Tabitha Pacocha"
2022,8,"Mr. Sage Wehner",Turkmenistan,"Operations Research Analyst",0,"Mr. Sage Wehner"
2022,9,"Rusty DuBuque V",Lithuania,"Motion Picture Projectionist",0,"Rusty DuBuque V"
2022,10,"Jamar Greenfelder V",Denmark,"Milling Machine Operator",0,"Jamar Greenfelder V"
2022,1,"Mrs. Hildegard Doyle I",Armenia,"Oil and gas Operator",0,"Mrs. Hildegard Doyle I"
2022,2,"Ms. Jana McCullough Sr.","El Salvador","Radiation Therapist",0,"Ms. Jana McCullough Sr."
2022,3,"Mr. Rodrigo Hansen III",Reunion,"Freight and Material Mover",0,"Mr. Rodrigo Hansen III"
2022,4,"Ashtyn Abbott","Saint Helena",Pipelayer,0,"Ashtyn Abbott"
2022,5,"Hosea D'Amore Sr.",Colombia,Captain,0,"Hosea D'Amore Sr."
2022,6,"Malinda Kautzer",Paraguay,"Budget Analyst",0,"Malinda Kautzer"
2022,7,"Lucius Senger",Nepal,Orthodontist,0,"Lucius Senger"
2022,8,"Ms. Erica Johnston PhD","Palestinian Territories","Food Cooking Machine Operators",0,"Ms. Erica Johnston PhD"
2022,9,"Ila Torp",Comoros,"Shuttle Car Operator",0,"Ila Torp"
2022,10,"Miss Nyasia Hyatt",Bahamas,"Soldering Machine Setter",0,"Miss Nyasia Hyatt"
2022,1,"Rosalia Kreiger",Aruba,Decorator,0,"Rosalia Kreiger"
2022,2,"Ambrose Pacocha I",Italy,"Audio-Visual Collections Specialist",0,"Ambrose Pacocha I"
2022,3,"Salvatore Rowe","Brunei Darussalam","Payroll Clerk",0,"Salvatore Rowe"
2022,4,"Miss Tania Crooks I",Liberia,"Transportation Worker",0,"Miss Tania Crooks I"
2022,5,"Prof. Vivian Deckow II",Qatar,"City Planning Aide",0,"Prof. Vivian Deckow II"
2022,6,"Odell Weissnat II",Macao,"Freight Inspector",0,"Odell Weissnat II"
2022,7,"Ella Nicolas III",Tuvalu,"Executive Secretary",0,"Ella Nicolas III"
2022,8,"Maya Prosacco Jr.",Greece,"Public Relations Manager",0,"Maya Prosacco Jr."
2022,9,"Helene Little DDS",Ukraine,"Diagnostic Medical Sonographer",0,"Helene Little DDS"
2022,10,"Dr. Zakary Brekke DDS",Burundi,"Animal Breeder",0,"Dr. Zakary Brekke DDS"
2022,1,"Ervin Schiller",Andorra,"Numerical Control Machine Tool Operator",0,"Ervin Schiller"
2022,2,"Dr. Ruby Schamberger MD",Chad,Waiter,0,"Dr. Ruby Schamberger MD"
2022,3,"Miss Mercedes Grady",Ghana,"Bicycle Repairer",0,"Miss Mercedes Grady"
2022,4,"Scot Haag",Estonia,"License Clerk",0,"Scot Haag"
2022,5,"Minerva Blick MD","South Africa","Police Identification OR Records Officer",0,"Minerva Blick MD"
2022,6,"Prof. Marilie Boehm",Egypt,"Sketch Artist",0,"Prof. Marilie Boehm"
2022,7,"Zack Klein PhD",Armenia,Concierge,0,"Zack Klein PhD"
2022,8,"Grayce Dach",Angola,"Automotive Specialty Technician",0,"Grayce Dach"
2022,9,"Prof. Noemie O'Conner",Swaziland,Chiropractor,0,"Prof. Noemie O'Conner"
2022,10,"Heather Grady","French Polynesia",Actuary,0,"Heather Grady"
2022,1,"Betsy Nader",Turkmenistan,"Rail Car Repairer",0,"Betsy Nader"
2022,2,"Chaz Conn",Qatar,"Environmental Science Technician",0,"Chaz Conn"
2022,3,"Velda Toy",Paraguay,Physicist,0,"Velda Toy"
2022,4,"Miss Velva Larson IV",Gambia,"Human Resources Manager",0,"Miss Velva Larson IV"
2022,5,"Tod Funk",Paraguay,"Door To Door Sales",0,"Tod Funk"
2022,6,"Helena Keebler",Turkmenistan,"Casting Machine Operator",0,"Helena Keebler"
2022,7,"Lacey Hermann",Malta,"Transportation Worker",0,"Lacey Hermann"
2022,8,"Christop Pollich Jr.",Maldives,"Aircraft Engine Specialist",0,"Christop Pollich Jr."
2022,9,"Ms. Meredith Feeney",Croatia,"Tax Preparer",0,"Ms. Meredith Feeney"
2022,10,"Barrett Batz",Mauritius,"Command Control Center Specialist",0,"Barrett Batz"
2022,1,"Dina Kertzmann",Bahrain,"Glass Cutting Machine Operator",0,"Dina Kertzmann"
2022,2,"Roberta Eichmann",India,"Executive Secretary",0,"Roberta Eichmann"
2022,3,"Evert Reilly","Bosnia and Herzegovina",Taper,0,"Evert Reilly"
2022,4,"Dianna Predovic",Malawi,"Food Tobacco Roasting",0,"Dianna Predovic"
2022,5,"Johanna Dickens","Brunei Darussalam","Real Estate Sales Agent",0,"Johanna Dickens"
2022,6,"Oleta Rowe IV",Ecuador,"Stringed Instrument Repairer and Tuner",0,"Oleta Rowe IV"
2022,7,"Sherwood Pouros",Jamaica,"Precision Printing Worker",0,"Sherwood Pouros"
2022,8,"Jovan Steuber MD","Brunei Darussalam","Cement Mason and Concrete Finisher",0,"Jovan Steuber MD"
2022,9,"Annabell Johnston III",Madagascar,"Police Detective",0,"Annabell Johnston III"
2022,10,"Miss Reina Kuhic",Dominica,"Marketing Manager",0,"Miss Reina Kuhic"
2022,1,"Bo Corkery",Anguilla,"Loan Counselor",0,"Bo Corkery"
2022,2,"Mr. Floyd Goldner",Iceland,"Human Resource Manager",0,"Mr. Floyd Goldner"
2022,3,"Manuel Hagenes",Estonia,"Environmental Science Teacher",0,"Manuel Hagenes"
2022,4,"Guillermo Koch V",Romania,"Pressing Machine Operator",0,"Guillermo Koch V"
2022,5,"Prof. Pedro Lubowitz Jr.",Algeria,"Commercial Pilot",0,"Prof. Pedro Lubowitz Jr."
2022,6,"Lon Sawayn MD",Seychelles,Illustrator,0,"Lon Sawayn MD"
2022,7,"Dillon D'Amore",Chad,"Chemical Technician",0,"Dillon D'Amore"
2022,8,"Mr. Freddy Veum I",Bhutan,"Budget Analyst",0,"Mr. Freddy Veum I"
2022,9,"Adolfo Walter",Korea,"Aircraft Assembler",0,"Adolfo Walter"
2022,10,"Prof. Dayne Carroll",Taiwan,"Film Laboratory Technician",0,"Prof. Dayne Carroll"
2022,1,"Albertha Wilderman",Ethiopia,"MARCOM Manager",0,"Albertha Wilderman"
2022,2,"Dr. Jimmy Jast",Eritrea,Obstetrician,0,"Dr. Jimmy Jast"
2022,3,"Cornelius Cronin",Turkey,"Machine Tool Operator",0,"Cornelius Cronin"
2022,4,"Mr. Alden Ryan",Jamaica,"Structural Metal Fabricator",0,"Mr. Alden Ryan"
2022,5,"Elroy Beer",Martinique,"Postal Service Mail Sorter",0,"Elroy Beer"
2022,6,"Mrs. Destinee Rogahn Jr.",Liechtenstein,"Tile Setter OR Marble Setter",0,"Mrs. Destinee Rogahn Jr."
2022,7,"Monserrate Breitenberg V",Malaysia,"Chemical Engineer",0,"Monserrate Breitenberg V"
2022,8,"Ms. Holly McKenzie DDS",India,Clergy,0,"Ms. Holly McKenzie DDS"
2022,9,"Shana Hirthe III",Algeria,"Environmental Engineer",0,"Shana Hirthe III"
2022,10,"Mr. Judge Stracke DVM",Belgium,"Nursery Worker",0,"Mr. Judge Stracke DVM"
2022,1,"Amina Reichert","Wallis and Futuna",Courier,0,"Amina Reichert"
2022,2,"Katlyn Deckow",Barbados,"Waste Treatment Plant Operator",0,"Katlyn Deckow"
2022,3,"Era Reichel Jr.",Kenya,"Foundry Mold and Coremaker",0,"Era Reichel Jr."
2022,4,"Rosie Kunze",Greece,"Makeup Artists",0,"Rosie Kunze"
2022,5,"Quincy Collins III",Pakistan,Roofer,0,"Quincy Collins III"
2022,6,"Norene Gutmann",Namibia,"Stone Cutter",0,"Norene Gutmann"
2022,7,"Prof. Tyson Kreiger Jr.","Hong Kong","Library Science Teacher",0,"Prof. Tyson Kreiger Jr."
2022,8,"Wendy Swift Jr.",Malawi,Cartoonist,0,"Wendy Swift Jr."
2022,9,"Jada Baumbach",Palau,"Textile Knitting Machine Operator",0,"Jada Baumbach"
2022,10,"Green Ankunding",Burundi,"Coremaking Machine Operator",0,"Green Ankunding"
2022,1,"Mrs. Maida Pfeffer",Morocco,"Medical Records Technician",0,"Mrs. Maida Pfeffer"
2022,2,"Garett Yundt",Sudan,"Hand Presser",0,"Garett Yundt"
2022,3,"Larissa Leannon","French Southern Territories","Aircraft Assembler",0,"Larissa Leannon"
2022,4,"Myrna Yundt",Singapore,Janitor,0,"Myrna Yundt"
2022,5,"Dr. Arlo Yundt",Uruguay,"Maintenance Worker",0,"Dr. Arlo Yundt"
2022,6,"Justyn Orn DDS",Haiti,"Refinery Operator",0,"Justyn Orn DDS"
2022,7,"Dayton Pfeffer PhD",Hungary,Pipefitter,0,"Dayton Pfeffer PhD"
